,length,diameter,mass,motor_thrust,burn_time,cg,cp,material,stable
5399,116.56827941406031,9.61866833529948,1006.4903756347758,52.02775530870389,2.4188848130809095,52.92979015573125,98.69602915018376,0.019463304644246105,1
5400,57.71648840319416,7.2764201044653785,1385.185227980812,49.34062111257308,0.8541656432995601,34.61947327314163,37.45800484950279,0.0634564201406994,0
5401,65.04454185065106,8.482040080495121,673.9668081250169,174.59998480288746,3.0034284792394255,38.68559423765722,45.47887283815643,2.0632664275736285,0
5402,70.7539940994246,3.972016663512544,571.7809962966094,35.59746361088096,1.290983486083096,29.97539522431019,55.58474638547338,-0.12097735865333274,1
5403,93.68223272521911,9.724401701402337,1343.4953897116982,127.06971331461646,1.9192929132011498,55.54424254389077,64.3217556005456,2.20380098429433,0
5404,44.547967787779996,7.843796387759707,553.7817871447287,122.79813078058132,0.438261050155014,25.43498819255063,29.136527850073655,0.2154460758150981,0
5405,64.12858977747602,6.473726652494108,1382.614755180126,40.478086707563385,0.705608601569124,37.50776637390138,41.57820178985616,1.0105158335739217,0
5406,61.21794918289253,8.713166516090883,272.9626618755344,132.1098827377508,2.3196639458000337,31.812178535972414,38.90937182992189,0.30537499237201193,0
5407,78.23663082040058,4.824299062119671,390.21758320174763,94.37480955160184,0.5442664969333015,46.6222589979896,49.25895029124467,1.2404345476442002,0
5408,103.39078742733292,3.59779795550799,1025.4430723457656,141.209742865932,2.199474485881082,52.81892509954354,77.43153362690808,1.7922371151902672,1
5409,95.88462151523142,7.419413908214916,613.88696450202,26.320145821437663,3.158329446983624,51.12197636781019,70.9460310291674,2.2690696318355217,1
5410,32.129640160315255,5.9964027738193435,588.4644316006628,106.71983284130104,2.4150710460844422,17.974342591112613,20.321265526338227,-0.278457621575244,0
5411,45.420145914081445,9.080348115795228,789.6073509949681,172.34850739157295,1.3604677427322553,24.94221811674507,32.30468580666753,0.5128672292184299,0
5412,80.45547116122361,6.324414777750601,880.1823191169166,171.52129481314188,2.3145394565591486,34.16841103801269,61.91668902598163,2.1532988021071153,1
5413,52.26298258467218,3.9814483551317084,612.0730754624944,98.10223738410492,2.6421844512545944,21.84776850562324,34.40638609094417,0.7633367227485076,1
5414,117.42506656361257,7.4907611868516675,1315.6607231329951,32.2579058652271,1.85892118718657,68.72370864152921,99.2475974605624,1.2950171042585223,1
5415,41.00240893339261,5.654891227006152,398.98169436697003,49.57706248329605,1.5926963993246914,23.123082909730115,27.86306992997337,-0.0778920484585993,0
5416,36.368704640857004,5.218260175751576,1197.1674683555602,183.1821160920224,2.1661789269725404,21.218470253159726,25.77834849902111,0.5705559162325502,0
5417,78.02255462823642,5.093667405173038,892.8788669503875,171.34512132086144,2.2555136551272814,30.92002821193254,62.989152964489705,1.0615076940252852,1
5418,46.4011458534972,4.758890503497934,258.1000522275783,169.30837847620984,2.7087128189835696,25.718017076041264,30.14459367164981,-0.22259631244465006,0
5419,76.25057555012145,8.20801923716026,312.76992233975614,86.9602226944304,1.5068504893863022,37.43831705677247,54.710931233689074,2.51258014346054,1
5420,37.54839054739827,8.176478505446624,248.7570407769034,172.33699299033648,2.5230984604847113,18.91721254748724,27.5771125939342,-0.5901901077867986,0
5421,37.113603115001176,8.886810602131856,1259.3296018739327,114.94070313118974,1.358227149398867,21.00634793163578,23.349854125024464,0.7569849581970158,0
5422,60.51672941577639,4.351913875836571,886.2553068081639,118.41512887547113,2.3396455293232212,24.390786858617243,37.68687467305918,0.19034286298367056,1
5423,36.13979651972465,4.502517621897311,474.81716188186584,168.98325507978876,-0.31648357308033626,19.556875648881935,22.825347760392575,0.5838790050049457,0
5424,42.76982373143718,8.842073459863638,556.2062165028618,128.81394023184728,0.7224285835726751,23.861186051722644,28.48733961962761,-0.28303315970230203,0
5425,80.37188643925819,8.657862644552267,246.7768435435357,92.48491136609954,2.6202444077217093,32.607586057141155,70.56921593106266,1.6899998077793388,1
5426,31.548569649771988,8.39523407623222,480.02306986797436,197.68443417297462,1.367850416768528,14.693854268306653,21.663150715861182,-0.0004151705264291326,0
5427,43.60898448245959,3.381303938687302,1472.5318528563541,55.11767127343501,1.3888322127438926,22.729589656696735,37.69830169581277,2.1724918607767183,1
5428,63.52547489363625,8.730343809515418,1343.100628590911,98.52821393434404,1.3963117883533789,37.077232714797674,45.41782864056523,0.6240218193563845,0
5429,39.39234840342022,3.379094278488958,473.08349686820384,159.01351027293626,0.4377473809721988,21.921645210796804,24.353523339541397,0.6509416216189725,0
5430,76.80815860508329,9.564391578887934,653.6595936634292,165.0265130725392,3.17292082371234,35.110946107372314,53.49794108581685,2.234953174044996,1
5431,80.68233846420175,8.785698958407249,1350.166561418749,128.09533942365846,1.705951421729566,47.575823040108084,54.074565719678034,1.3314454212906686,0
5432,39.49610891015964,8.872375034362149,742.6706411524069,102.7294799181929,2.773777200534887,19.36455879525899,35.664554843383854,2.2344464377225566,1
5433,45.869795458827156,4.215419746555449,1173.4804108883322,53.83466123974293,3.0020624822078585,19.336009767873637,32.503746110842236,1.3743168679065576,1
5434,48.29572192534044,7.749326136148316,1349.1427049670247,73.76308067903801,1.0467504310335198,28.267412772580666,34.38394295876857,0.024698744999341514,0
5435,57.53582749883385,5.473467049977249,348.13482740262293,98.33254281792527,3.0155684621392687,30.468721196159578,46.804491367609295,1.8274670207543324,1
5436,90.67416769714981,8.089553065602658,1131.3322442515694,83.17142105422464,1.3732328079102485,51.56249497220145,55.72544419063886,1.103705129365699,0
5437,55.5860831008875,9.116008273859956,610.4970626081536,100.27473945873096,1.9275799801763591,30.72077136441896,35.58982333457302,-0.1634174360982909,0
5438,42.53452635858061,5.120372115975356,927.860828564539,97.79383789754938,1.0588194841321594,20.622369479674138,36.30900204149865,2.285899546932257,1
5439,50.08442277135103,6.976717085564648,442.5264647006698,62.071381150545875,3.392046687083691,24.64021334432189,33.74252671431932,-0.7501953496701294,1
5440,51.43403309799906,8.018234334147612,256.95651762615546,167.87671684350832,1.1935347365305145,26.51356659972248,42.04481643183773,0.11354968688185342,1
5441,34.43347579170439,4.684120684420085,1367.332723914988,34.60839284480525,1.0168348049531124,19.070595719999275,22.044877456909937,-0.34576351493380697,0
5442,65.96599005736877,8.626708474704468,260.62652336157396,79.36553443847413,2.3496856349301907,35.159063734414,40.46006149391073,0.6260081721523503,0
5443,53.69307349310145,9.637853317688915,1436.0124753807263,72.5723374222828,2.6794438179345796,22.062465203134124,34.077902515758986,2.4426968707103316,1
5444,33.786363096567335,6.117278493443596,1336.7457495230208,185.7314498323049,1.4752018088004393,17.266490696461247,21.54761774601586,1.0750340356580605,0
5445,32.51810876924649,8.124205894984422,486.7081583320698,83.91561234738559,0.6447719090629954,14.213945412676694,25.610161464788952,1.899389929742553,1
5446,31.836681811520577,6.671015302532916,587.5693377856934,62.407558374253306,2.8675084845550614,16.74173889104727,26.30327912029417,-0.3879528749442106,1
5447,38.84400443552479,3.734696195966928,1193.3778724276006,153.97464541705682,1.3115505885663565,23.16174513189401,23.541151897858235,-0.2320961613394321,0
5448,40.436060408785,6.072564527929241,400.5526105111673,50.73136448516274,2.6310937120705074,22.6086900303869,27.34322614175892,0.05108807693138857,0
5449,39.82158652221508,8.73905737474251,246.24481371060472,172.02146790603038,2.0395765333981237,20.40209661788049,28.716318178480247,0.28400434129706115,0
5450,54.08000416958075,3.448449024185779,1051.0783370995516,121.35308785963821,0.52289460176147,29.586316100812255,32.486852982804066,1.289500753055614,0
5451,54.14935269804,4.774150158107651,1024.726388090366,113.41523828886126,2.605883352919211,30.831286219122422,34.92981065969561,0.37454319476070336,0
5452,61.72573662036311,8.881822088028269,781.562697077503,111.29235334040257,0.709643589440741,34.383786363463365,39.926464687112045,1.571751135457975,0
5453,39.64308811852415,5.483176796530091,714.8396257036304,97.75937739369179,0.33864970062915645,16.082779208886446,34.00930003964826,2.4022305698997,1
5454,63.43008487511659,9.312325284724825,275.10182955512136,126.17847773827744,1.3632586707658743,32.45131295075104,39.271728322098504,0.16246478978945098,0
5455,46.718629132666614,4.940982409201362,857.7159335878016,33.406512309815206,1.2140761764332333,26.10617783790828,32.69606260371933,0.29696393025341794,1
5456,44.2735438893196,2.6644775534105976,749.7030993569556,54.97160292316093,0.753305692744014,22.870674375438533,39.13646115106443,1.2150206006102766,1
5457,36.41750514678586,8.97045075106135,291.8648324811289,62.603894903565646,1.7343415374481297,20.404785343626386,27.50276896948656,-0.006161617757450972,0
5458,41.48119245021848,5.741995208763485,399.1779717905032,49.8527544528518,1.9181951408719573,23.52694930946267,27.159035772523094,-0.06584226639569911,0
5459,39.736996769500344,3.792974318052493,1182.3984757255419,156.99188450303146,2.0877006018623683,22.766285301617003,25.267040644463766,0.5535559422665208,0
5460,51.56918185617993,8.279290775910564,512.1742838585648,137.32397446135627,0.7211859120482091,23.6560628772095,31.029628841018813,1.9339246010558284,0
5461,53.221844432922225,9.570177370794875,232.70176884894545,182.58672631915346,1.3281781738575162,31.565453938856148,38.96441671523625,0.15127352047743217,0
5462,35.674174943686914,9.656086625924605,574.0366042466189,171.54564113233954,1.1104760306001658,18.194622465846887,26.042362414901582,0.28677031454902957,0
5463,63.33986126144479,9.378307310299089,1047.0816127807109,100.09296579983895,1.759106772820116,33.22843034991901,40.89127529912989,0.8987246207937385,0
5464,102.3835642224197,8.86652462247267,433.05661960427875,35.09654804935581,3.4790039510055912,41.2094022851182,90.32863443382138,1.865028374963119,1
5465,33.38121339157752,4.8250848847477155,374.8708802813609,109.37062523940688,1.6934378782910993,19.302892074695126,27.470208950686278,0.18629616468529767,1
5466,60.2269654263505,3.935239877550915,768.9789745418547,170.040038815936,3.266371240817919,31.85541113953301,39.80389469054219,-0.003621695775483065,1
5467,112.3633809952651,7.348261913952458,1309.4897850726866,195.42070408017662,2.131822859836859,55.85048816944765,92.76882839349972,-0.07846894511252762,1
5468,36.680067860573644,5.319104873660796,1214.5891305475525,188.35286224043668,0.5093955290641573,19.852625925498348,29.788170195151647,0.28048573176274455,1
5469,34.48708317108458,2.9759988310156777,1243.3870306697715,98.2829843222231,0.46166330639643327,19.22550778571326,29.007558366733203,2.260968783616722,1
5470,45.877357261276615,5.866802006546655,1175.2689867744036,155.13539295790676,1.589250078445464,27.223631636324814,30.486692270031504,0.19644371258127488,0
5471,96.66016732050387,5.621640323963498,268.6702652385035,50.95193461535849,2.351022374300937,45.73213198119529,63.81648034379511,1.2069903014565757,1
5472,68.90777665907515,4.985547491787068,233.0893568394475,171.92835465293797,0.5458612641658658,34.125378844379874,48.2820430910627,-0.051355778439991444,1
5473,77.46461143801861,9.08403320211078,458.81486529382414,39.798317736907016,1.2227752195949768,35.90099506833704,47.818951880995186,1.0305178782190239,1
5474,59.09137788502537,8.794944847669976,804.4454072948137,150.82530686492038,2.6354484387001738,33.20076051752446,38.7604178604604,0.4015039678638629,0
5475,72.71145497155263,8.48452064732887,652.0557258447811,147.5732233883317,1.6279673559130843,35.4049303361745,59.33579080907521,1.422484208362755,1
5476,58.3223942467716,9.03133395022875,210.45703059698462,152.44532397847885,1.937022952357192,34.07311830733534,38.01606542930289,2.3100123926221356,0
5477,87.71434581580688,9.58829163186798,302.2912051283488,131.05807757191008,2.2227494993032733,36.23180582161064,75.90459648072941,1.357049359229599,1
5478,36.33888364380973,7.657327782773985,294.9885286338153,96.31500967449001,1.4085116222874052,19.455713008490264,24.842957618533653,0.14113923262473468,0
5479,102.73662552744396,9.169412836652011,820.1704057009233,89.33105751557962,2.399030902138676,57.06402155839536,84.17246513555997,1.2674689570604545,1
5480,59.49283466267653,3.3295915884376073,1357.1667590742577,131.28083184659693,0.9271001571375481,28.24811595993522,37.594101525444046,0.4776904110965033,1
5481,65.90750308818387,5.480627994245582,275.76791567956366,88.14293904095601,3.3004732459311987,28.322757791797514,44.668826833029655,2.0935040231439213,1
5482,76.15906509736705,5.036784559540033,1231.395501615408,171.96228264928737,1.983840914948168,44.82657564996254,48.33006525100922,1.2620419347972238,0
5483,53.61373185306112,5.834481335076944,215.66727622990956,49.640410516854864,1.7743464243912703,25.935947476338182,33.477682125307496,0.11924718794876621,1
5484,39.068058611963174,8.957142179542105,1100.3210663877464,67.38559965529382,1.2197342855494506,18.977209094958603,34.00922628558355,-0.03843218083338386,1
5485,37.346440050516335,7.66828672814424,640.8650542402117,164.23559038235646,2.4157847412833964,14.469480318184496,26.451845747674962,2.260312685957474,1
5486,53.52176614646471,7.972795671038195,759.75917499599,120.63000114305288,1.497663100458813,30.703749090074155,35.829450112825405,1.0843055650310267,0
5487,50.44785156273388,8.539856576421794,1389.217544485056,58.82962264592625,1.8165434421447455,29.791690793487625,31.83063362156774,0.21411400442314787,0
5488,40.185160002230035,6.781580222777132,767.1259994307185,180.04063586494416,1.8675240394146688,22.97189436483985,26.630743750073748,1.1359767826249427,0
5489,47.12412801563131,5.033544348723852,857.1366101984468,34.14928885803048,1.4962785486223764,26.15506003227385,33.280308196260016,1.1792810601501795,1
5490,62.63137261624713,8.03517901215317,613.8258813971823,171.41803990021276,0.9279591245448261,35.438229843439245,39.35793354254175,1.3719587996283136,0
5491,108.64399081684522,5.234055084882423,610.9857467662423,86.59825110144286,1.296798380792169,52.554467951980556,68.49536422315279,0.22162738682691782,1
5492,39.52198313452553,2.857838137504141,954.4914558313523,189.1254790197933,3.052602337582846,21.980193202832066,34.72091260482,0.21753462362470247,1
5493,97.7892415598614,8.402642714093567,512.1983758553627,41.612855092381594,0.9667755597634711,57.37222877696654,86.01734376100407,2.189946069170545,1
